date,AMD,AMG,EQIX,JKHY,NEM,portfolio_value,port_val_chg_1_days,port_val_chg_5_days,port_val_chg_5_days_bin
2015-04-13 00:00:00+00:00,2.78,219.1,239.77,68.15,22.57,830.6744356905915,0.005900321612290593,0.011507494614307667,1
2015-04-14 00:00:00+00:00,2.67,219.86,241.49,68.41,22.82,834.1017874168269,0.004125986763257039,0.02248189591705585,1
2015-04-15 00:00:00+00:00,2.7,219.51,241.19,67.62,23.55,835.3602060490732,0.0015087111084410854,0.017924545598292596,1
2015-04-16 00:00:00+00:00,2.87,219.93,241.56,67.33,23.62,837.2016984329913,0.002204429143958908,0.010646263895893515,1
2015-04-17 00:00:00+00:00,2.575,218.02,236.14,66.69,23.57,828.3121197871727,-0.010618204266017894,0.0030396890649277974,1
2015-04-20 00:00:00+00:00,2.49,220.0,239.87,67.1,23.52,834.5159876818364,0.007489770759671721,0.0046246180527407255,1
2015-04-21 00:00:00+00:00,2.35,220.24,243.78,67.7,23.51,836.5154406034894,0.0023959432187838914,0.0028937153990971076,1
2015-04-22 00:00:00+00:00,2.28,221.04,244.78,68.03,22.77,835.8409109995472,-0.0008063564295425207,0.0005754463128517795,1
2015-04-23 00:00:00+00:00,2.33,222.18,246.925,68.14,23.45,842.6971716518236,0.008202829703654047,0.00656409707376171,1
2015-04-24 00:00:00+00:00,2.3,222.35,246.065,67.45,24.98,848.3915948719894,0.006757377871583037,0.02424143581283822,1
2015-04-27 00:00:00+00:00,2.34,222.69,244.85,67.25,25.59,851.3884701589533,0.003532419822494859,0.020218285480648746,1
2015-04-28 00:00:00+00:00,2.31,228.02,246.38,67.95,26.35,869.4881525108626,0.021259017459480223,0.03941674033366982,1
2015-04-29 00:00:00+00:00,2.28,225.4,244.8,67.46,26.48,862.1018442607345,-0.008495007354382356,0.03141857848257623,1
2015-04-30 00:00:00+00:00,2.26,226.13,255.93,66.51,26.49,866.3232847995084,0.0048966842686595236,0.028036302888466702,1
2015-05-01 00:00:00+00:00,2.31,226.45,258.88,66.96,26.49,868.8710674102578,0.002940914385487048,0.024139174246956552,1
2015-05-04 00:00:00+00:00,2.31,226.79,259.13,67.2,26.05,868.2429112026434,-0.0007229567552371474,0.01979641683489497,1
2015-05-05 00:00:00+00:00,2.28,223.71,257.18,66.28,25.95,858.0388868522274,-0.011752499466171296,-0.013167822500597226,0
2015-05-06 00:00:00+00:00,2.29,220.92,258.28,67.09,25.65,851.0548994189345,-0.008139476590523942,-0.012813967300201012,0
2015-05-07 00:00:00+00:00,2.32,221.54,262.0,66.0,25.82,853.3185623036538,0.0026598317996464615,-0.015011396696862689,0
2015-05-08 00:00:00+00:00,2.31,223.47,267.93,65.08,26.04,859.8991367376624,0.007711744153605871,-0.010325963205722766,0
2015-05-11 00:00:00+00:00,2.32,223.04,263.42,65.15,26.36,858.8411526034323,-0.0012303584095268993,-0.010828488753439225,0
2015-05-12 00:00:00+00:00,2.35,221.0,259.3,65.0,26.65,853.4789214124366,-0.006243565733594525,-0.005314404171726128,0
2015-05-13 00:00:00+00:00,2.37,220.96,259.68,65.01,27.31,856.4152184603264,0.003440386135173057,0.006298440964327634,1
2015-05-14 00:00:00+00:00,2.33,223.37,261.41,65.61,27.2,863.2430438454268,0.007972564286486516,0.011630453127587481,1
2015-05-15 00:00:00+00:00,2.32,222.4,260.4,65.03,27.69,861.7606289943056,-0.0017172624345949128,0.002164779771387515,1
2015-05-18 00:00:00+00:00,2.35,224.8,262.29,65.69,27.55,868.8570997896993,0.008234851485006134,0.011662164948553544,1
2015-05-19 00:00:00+00:00,2.28,224.34,263.68,65.62,27.05,865.6136612994364,-0.003732994172514603,0.014217972562131642,1
2015-05-20 00:00:00+00:00,2.32,225.71,269.9,65.37,27.66,873.5791563231421,0.009202136449357967,0.020041607730503896,1
2015-05-21 00:00:00+00:00,2.28,225.46,268.22,64.99,27.0,868.9320899970255,-0.005319570977031951,0.0065903179784179144,1
2015-05-22 00:00:00+00:00,2.28,224.88,268.0,65.1,27.01,867.561954512043,-0.001576803873116428,0.006731945417961072,1
2015-05-26 00:00:00+00:00,2.22,222.63,266.77,64.2,26.55,858.0703381156063,-0.010940563203667986,-0.012414885804240772,0
2015-05-27 00:00:00+00:00,2.28,224.85,270.01,65.15,27.03,868.2833607250684,0.011902314012963933,0.0030841696994756695,1
2015-05-28 00:00:00+00:00,2.27,225.04,269.19,65.09,27.47,870.2647036717199,0.002281908229816665,-0.0037941068390100474,0
2015-05-29 00:00:00+00:00,2.28,223.66,268.07,65.08,27.24,865.4278187267008,-0.00555794682308941,-0.0040328482635929586,0
2015-06-01 00:00:00+00:00,2.25,223.09,270.15,65.1,27.17,864.2450009558676,-0.0013667434131866552,-0.00382330453626345,0
2015-06-02 00:00:00+00:00,2.3,224.74,268.95,65.1,26.95,867.3396710549534,0.00358077870935114,0.010802532761712058,1
2015-06-03 00:00:00+00:00,2.28,226.07,266.14,65.74,26.38,868.1139504364893,0.0008927060612760052,-0.00019510944956679932,0
2015-06-04 00:00:00+00:00,2.33,223.02,263.06,64.98,26.8,860.3808447988306,-0.008907938449520869,-0.011357301785523966,0
2015-06-05 00:00:00+00:00,2.33,222.15,263.05,65.38,25.91,854.8601107084386,-0.006416616692207833,-0.012210964091506127,0
2015-06-08 00:00:00+00:00,2.31,220.21,261.45,65.04,25.84,848.5799061656072,-0.007346470450734777,-0.018125756901034462,0
