date,AAP,ICE,K,REGN,XLNX,portfolio_value,port_val_chg_1_days,port_val_chg_5_days,port_val_chg_5_days_bin
2016-02-01 00:00:00+00:00,154.89,266.94,73.59,418.27,49.9,1279.9361151194391,0.007370303229808695,0.03727941579423133,1
2016-02-02 00:00:00+00:00,151.86,264.49,72.38,409.89,48.5,1260.208368392696,-0.015413071397631595,0.00823735781681978,1
2016-02-03 00:00:00+00:00,147.94,263.08,72.34,421.01,48.55,1256.0567485488448,-0.003294391584739542,0.011731072928270692,1
2016-02-04 00:00:00+00:00,147.85,246.09,71.83,412.59,49.36,1217.8094423372866,-0.030450301115571676,-0.015357501481213065,0
2016-02-05 00:00:00+00:00,143.94,236.19,71.84,396.61,48.07,1182.25485192093,-0.029195528610878818,-0.06950947425734388,0
2016-02-08 00:00:00+00:00,141.45,238.98,71.31,390.53,47.38,1178.8807806864056,-0.0028539288538694807,-0.07895342059599852,0
2016-02-09 00:00:00+00:00,141.5,242.8,71.4,365.97,47.22,1177.219269618889,-0.0014093970270252498,-0.06585347380263273,0
2016-02-10 00:00:00+00:00,138.57,236.46,70.86,367.48,46.87,1157.9902858667906,-0.01633424141818851,-0.078074866279213,0
2016-02-11 00:00:00+00:00,138.41,233.19,73.69,367.24,47.25,1160.1800456235073,0.0018910001089322837,-0.047322179242734186,0
2016-02-12 00:00:00+00:00,140.77,236.28,74.97,379.01,47.65,1179.313220785167,0.01649155683536785,-0.0024881531515673627,0
2016-02-16 00:00:00+00:00,146.0,237.89,75.19,391.76,48.08,1196.7499384579382,0.014785484776607571,0.015157731014266096,1
2016-02-17 00:00:00+00:00,143.41,246.39,75.75,397.26,48.82,1216.4250483718276,0.016440451995545224,0.03330371814728372,1
2016-02-18 00:00:00+00:00,143.32,243.95,75.79,387.3,47.94,1205.260869384478,-0.009177860158579354,0.0408212263044192,1
2016-02-19 00:00:00+00:00,143.63,248.07,75.52,394.98,48.43,1217.69068626585,0.010312968086087393,0.04957044456960569,1
2016-02-22 00:00:00+00:00,147.87,246.71,73.82,395.79,48.89,1217.3014782165053,-0.00031962800876650377,0.03221218651822322,1
2016-02-23 00:00:00+00:00,147.55,241.64,74.12,386.83,48.46,1202.6211831021283,-0.01205970367824205,0.004905991181211489,1
2016-02-24 00:00:00+00:00,150.42,244.33,73.91,393.63,47.58,1212.1020703292625,0.00788351923311259,-0.0035538383958398923,0
2016-02-25 00:00:00+00:00,150.08,245.03,74.91,393.99,48.25,1217.851335386622,0.004743218577126784,0.010446258002696052,1
2016-02-26 00:00:00+00:00,150.05,239.94,73.45,394.23,48.39,1203.3418167917876,-0.01191403102598576,-0.011783673502557934,0
2016-02-29 00:00:00+00:00,148.44,238.46,74.02,384.02,47.22,1192.7683378471577,-0.008786762661352254,-0.02015370950283546,0
2016-03-01 00:00:00+00:00,153.35,232.08,74.17,410.21,48.21,1199.541064452886,0.005678157602634348,-0.002561171125638362,0
2016-03-02 00:00:00+00:00,152.17,231.96,75.09,407.81,48.16,1199.2824467605953,-0.0002155971979239668,-0.010576356465742731,0
2016-03-03 00:00:00+00:00,153.88,236.94,74.84,401.94,47.86,1208.2962533093303,0.007515999732241818,-0.007845852609143167,0
2016-03-04 00:00:00+00:00,152.37,239.0,75.23,403.82,47.0,1210.1781457212526,0.0015574759971059837,0.005681119723480732,1
2016-03-07 00:00:00+00:00,151.52,234.28,74.93,408.28,47.12,1200.2979416665664,-0.008164255890439676,0.006312712687359667,1
2016-03-08 00:00:00+00:00,149.68,233.03,74.84,394.81,45.95,1186.659363189277,-0.011362660889306264,-0.010738858089434755,0
2016-03-09 00:00:00+00:00,153.77,229.97,75.2,374.75,46.43,1180.5434982081292,-0.005153850524307724,-0.01562513368146279,0
2016-03-10 00:00:00+00:00,156.15,232.11,75.24,377.56,46.38,1189.4517250497895,0.007545869216324164,-0.015595950254690072,0
2016-03-11 00:00:00+00:00,158.57,235.14,75.53,377.12,46.72,1200.72091761526,0.009474274851296594,-0.007814740449106461,0
2016-03-14 00:00:00+00:00,159.34,236.37,74.95,373.27,47.0,1201.8606275120585,0.0009491880087022508,0.0013019149589827972,1
2016-03-15 00:00:00+00:00,158.52,236.55,75.09,367.22,47.06,1199.2866009570166,-0.0021417013721218847,0.010640996194394514,1
2016-03-16 00:00:00+00:00,158.96,233.15,75.63,368.46,47.65,1196.3872241123413,-0.0024175846226929254,0.013420704894195223,1
2016-03-17 00:00:00+00:00,157.94,236.11,76.44,365.47,47.04,1200.8097736864634,0.0036965870957066382,0.009548978237177597,1
2016-03-18 00:00:00+00:00,157.47,237.5,76.16,364.51,47.47,1202.9138110197382,0.001752182051962814,0.0018263139854624022,1
2016-03-21 00:00:00+00:00,158.61,237.1,75.49,371.04,47.49,1204.3030624436126,0.0011549052069630417,0.0020322114525126445,1
2016-03-22 00:00:00+00:00,158.19,235.19,74.43,378.31,47.57,1199.6267032822075,-0.0038830418249675702,0.0002835871966879733,1
2016-03-23 00:00:00+00:00,161.09,236.55,75.04,365.38,47.33,1202.7361855424842,0.0025920415507334482,0.005306778024860348,1
2016-03-24 00:00:00+00:00,161.82,234.35,75.44,370.8,47.02,1201.703254207388,-0.0008588178750358333,0.0007440649972241253,1
2016-03-28 00:00:00+00:00,161.76,235.0,75.67,363.85,47.04,1200.9989981633776,-0.0005860482124390165,-0.0015918121804067153,0
2016-03-29 00:00:00+00:00,163.03,234.68,76.59,367.37,47.25,1206.7438397955818,0.004783385865424927,0.002026713564122984,1
2016-03-30 00:00:00+00:00,163.79,233.21,76.83,359.68,47.87,1204.0309967778605,-0.002248068668973535,0.0036713866768744996,1
2016-03-31 00:00:00+00:00,160.34,235.14,76.55,360.44,47.43,1201.5326605364514,-0.002074976680911833,-0.0010006558549578992,0
2016-04-01 00:00:00+00:00,160.42,235.7,77.86,405.25,47.62,1224.5824893125193,0.01918368891094202,0.019039005698808564,1
2016-04-04 00:00:00+00:00,159.23,236.5,78.07,405.3,47.14,1224.002196963592,-0.0004738695465530407,0.019153387168009406,1
2016-04-05 00:00:00+00:00,160.47,237.21,76.81,403.65,46.91,1222.2931314913362,-0.0013962928142576825,0.012885329249651134,1
2016-04-06 00:00:00+00:00,159.88,237.87,77.78,427.2,47.25,1235.707234406065,0.01097453840582574,0.026308490157624043,1
2016-04-07 00:00:00+00:00,155.83,234.51,77.11,418.48,46.14,1214.831831779513,-0.016893485807409347,0.011068505817498187,1
2016-04-08 00:00:00+00:00,156.11,233.52,77.25,404.94,46.3,1208.7170252684061,-0.0050334592419675195,-0.012955814885953543,0
2016-04-11 00:00:00+00:00,154.77,232.48,76.99,396.14,46.21,1200.2404382048458,-0.00701287967849884,-0.01941316675549487,0
2016-04-12 00:00:00+00:00,156.5,233.0,77.34,408.07,45.87,1208.592920577448,0.006959007634415926,-0.011208613188533945,0
2016-04-13 00:00:00+00:00,160.49,237.51,76.67,410.52,46.65,1224.5523456260566,0.013204963207118059,-0.009027129136595091,0
2016-04-14 00:00:00+00:00,160.94,236.78,76.46,406.83,46.55,1221.3637206726285,-0.002603910698319667,0.005376784442293836,1
2016-04-15 00:00:00+00:00,161.19,238.5,77.55,406.73,46.01,1227.1288302356963,0.004720223358110731,0.015232518929070071,1
2016-04-18 00:00:00+00:00,160.94,239.43,77.67,422.38,46.26,1235.7766352831163,0.0070471859468568265,0.02960756524036201,1
2016-04-19 00:00:00+00:00,160.79,242.1,77.6,413.78,45.9,1236.6701716739988,0.0007230565503268949,0.023231354923985315,1
2016-04-20 00:00:00+00:00,158.39,242.6,76.71,399.75,46.46,1227.6309642176002,-0.007309311458658985,0.0025140767583680113,1
2016-04-21 00:00:00+00:00,157.13,240.16,74.99,409.57,46.03,1218.4264356776846,-0.007497797634798076,-0.002404922420101263,0
2016-04-22 00:00:00+00:00,158.4,241.15,75.28,404.38,45.87,1220.7230209495865,0.00188487807277804,-0.005220160368067828,0
2016-04-25 00:00:00+00:00,157.39,240.41,75.8,406.92,45.79,1220.0777115564854,-0.0005286288388328675,-0.012703690358277675,0
2016-04-26 00:00:00+00:00,158.28,244.38,75.32,406.66,46.95,1230.9855580791668,0.008940288327016432,-0.004596709555254375,0
2016-04-27 00:00:00+00:00,159.27,243.49,76.39,390.28,47.35,1228.3291780284997,-0.002157929500661404,0.0005687489410504121,1
2016-04-28 00:00:00+00:00,155.87,240.86,76.48,391.3,43.23,1208.3905780714726,-0.016232293682894472,-0.008236736591019533,0
2016-04-29 00:00:00+00:00,156.1,240.03,76.81,376.71,43.08,1201.9152704752407,-0.005358621387603124,-0.01540705807261289,0
2016-05-02 00:00:00+00:00,155.46,244.68,77.44,384.52,43.74,1217.2404069863685,0.012750596391930547,-0.0023255113532868465,0
2016-05-03 00:00:00+00:00,156.01,240.98,76.85,371.32,43.48,1202.7894071955302,-0.011871935656996402,-0.022905346613191768,0
2016-05-04 00:00:00+00:00,155.84,258.49,77.02,360.64,42.98,1234.0959024948236,0.02602824327517883,0.004694771213999527,1
2016-05-05 00:00:00+00:00,148.74,254.02,75.05,377.73,43.09,1215.84128887504,-0.014791892253171346,0.006165813387471353,1
2016-05-06 00:00:00+00:00,150.52,258.16,75.02,369.95,43.2,1224.1397446884273,0.006825278833116011,0.018490882642999473,1
2016-05-09 00:00:00+00:00,151.53,260.5,75.34,375.47,43.07,1233.2066455022557,0.007406753071428351,0.013116750334813743,1
2016-05-10 00:00:00+00:00,152.29,261.02,76.37,385.87,43.24,1242.8784248369352,0.007842788854531602,0.03333003882606356,1
2016-05-11 00:00:00+00:00,148.13,258.55,76.18,371.86,43.06,1225.3903618680974,-0.014070614325075392,-0.007054184856401524,0
2016-05-12 00:00:00+00:00,150.0,262.14,77.31,365.64,42.92,1236.0806740314658,0.008724005423929704,0.016646403886441785,1
2016-05-13 00:00:00+00:00,145.56,259.99,77.19,369.46,43.24,1227.2539442536881,-0.007140901045713632,0.0025439902419421845,1
2016-05-16 00:00:00+00:00,148.14,261.61,77.23,391.95,43.51,1243.8159449707152,0.013495170086496477,0.00860301840502875,1
2016-05-17 00:00:00+00:00,144.08,257.58,75.42,386.38,43.53,1222.216047373777,-0.01736583108158085,-0.016624616736644282,0
2016-05-18 00:00:00+00:00,143.81,261.46,75.04,390.28,43.93,1231.3053005936927,0.007436699296696547,0.004826983228901849,1
2016-05-19 00:00:00+00:00,143.54,260.63,75.24,383.3,43.84,1226.8473407225174,-0.003620515455448614,-0.007469846833567884,0
2016-05-20 00:00:00+00:00,146.39,262.99,74.3,386.0,44.75,1236.3426996545845,0.007739641776844941,0.007405765891771887,1
2016-05-23 00:00:00+00:00,145.87,263.98,74.41,392.64,44.89,1240.9250768147915,0.003706397232326575,-0.002324192874044395,0
2016-05-24 00:00:00+00:00,149.34,270.69,74.65,397.7,47.45,1268.889398295936,0.02253506033814978,0.03818748004695882,1
2016-05-25 00:00:00+00:00,153.53,270.0,74.75,394.49,47.12,1271.6036008662616,0.002139037944497435,0.03272811402106246,1
2016-05-26 00:00:00+00:00,156.66,268.0,75.34,393.54,47.11,1273.219154704255,0.0012704854224170337,0.03779754207595887,1
2016-05-27 00:00:00+00:00,156.31,270.21,74.49,396.22,47.36,1276.4797558479436,0.0025609111610058743,0.032464345205073686,1
2016-05-31 00:00:00+00:00,153.84,271.12,74.37,398.93,47.39,1275.652844366688,-0.0006478061853055772,0.027985386225762854,1
2016-06-01 00:00:00+00:00,153.34,269.08,74.9,404.31,47.37,1274.3071732168614,-0.00105488821333255,0.004269698311138326,1
2016-06-02 00:00:00+00:00,152.15,267.24,74.53,407.13,47.12,1268.1699363387415,-0.0048161361774547995,-0.0027002632936717896,0
2016-06-03 00:00:00+00:00,150.71,265.51,75.13,400.75,47.41,1262.5498824484519,-0.004431625233535352,-0.008379761030442134,0
2016-06-06 00:00:00+00:00,150.24,264.5,74.52,403.89,46.87,1257.848210823707,-0.0037239492000323837,-0.01459603643448304,0
2016-06-07 00:00:00+00:00,151.71,265.29,75.16,394.47,47.17,1260.5530155376728,0.002150342696909835,-0.011836942076910995,0
2016-06-08 00:00:00+00:00,153.52,264.82,76.08,388.97,47.18,1262.7418591792245,0.0017364153784664715,-0.009075766252214845,0
2016-06-09 00:00:00+00:00,156.78,262.52,77.69,381.08,47.03,1263.882885608607,0.000903610204324945,-0.0033805017823647088,0
2016-06-10 00:00:00+00:00,153.02,261.29,78.12,372.03,46.73,1253.0027800583557,-0.00860847604959225,-0.007561762527419136,0
2016-06-13 00:00:00+00:00,152.55,260.57,76.9,367.23,46.32,1244.3399654256011,-0.006913643585332752,-0.010739169704156781,0
2016-06-14 00:00:00+00:00,152.64,258.02,76.88,366.49,46.96,1240.4147350328074,-0.0031544678318286,-0.015975750529045096,0
2016-06-15 00:00:00+00:00,153.64,256.53,76.31,367.91,46.69,1236.9195453604825,-0.002817758910476309,-0.02044940035133258,0
2016-06-16 00:00:00+00:00,153.94,256.56,77.03,366.52,46.84,1239.369804637922,0.001980936663690036,-0.019395057287195594,0
2016-06-17 00:00:00+00:00,154.55,253.66,76.77,354.21,46.4,1227.5398059308852,-0.009545172605276542,-0.02032156235621807,0
2016-06-20 00:00:00+00:00,155.58,252.2,76.86,352.66,46.5,1225.8719249705023,-0.0013587184320414947,-0.014841635701045908,0
2016-06-21 00:00:00+00:00,154.44,250.96,77.33,345.14,46.68,1220.593471845273,-0.004305876509372197,-0.015979545089014224,0
2016-06-22 00:00:00+00:00,153.16,252.0,77.35,351.92,46.42,1222.9913852831414,0.001964547159377661,-0.01126036057040547,0
2016-06-23 00:00:00+00:00,154.93,256.05,77.83,357.14,47.44,1239.9288577268644,0.013849216476534476,0.00045107851333026083,1
2016-06-24 00:00:00+00:00,154.52,246.4,77.19,339.48,45.31,1205.1699146694239,-0.028033014024017033,-0.018223353045971113,0
2016-06-27 00:00:00+00:00,153.78,242.21,76.83,331.05,43.84,1187.3784863951628,-0.014762589123494041,-0.031400864797736294,0
2016-06-28 00:00:00+00:00,156.98,248.33,76.16,339.78,44.75,1208.3386587051323,0.017652477748357986,-0.01004004480018561,0
2016-06-29 00:00:00+00:00,161.01,252.76,77.57,347.86,45.47,1232.3751008494617,0.019892140312788742,0.0076727568805792234,1
2016-06-30 00:00:00+00:00,161.63,255.96,81.65,349.23,46.13,1254.1584819508582,0.017675934126210047,0.011476161825994424,1
2016-07-01 00:00:00+00:00,164.33,252.74,81.6,358.5,46.19,1254.8832679964412,0.0005779062662443213,0.04125007828514682,1
2016-07-05 00:00:00+00:00,161.19,254.87,82.26,359.61,45.57,1255.7038248550582,0.00065389098694979,0.057543015342419235,1
2016-07-06 00:00:00+00:00,161.45,254.88,82.48,371.57,45.48,1261.1678200575782,0.004351340733672382,0.04372049257205601,1
2016-07-07 00:00:00+00:00,161.13,253.96,82.27,371.45,45.71,1258.7083748428167,-0.001950133182631597,0.021367904930247095,1
2016-07-08 00:00:00+00:00,164.85,256.89,82.64,378.35,46.97,1277.002855371293,0.01453432812088895,0.018214901664501015,1
2016-07-11 00:00:00+00:00,163.69,257.94,81.69,375.74,47.22,1274.3501065326022,-0.002077324124635127,0.015512868035320926,1
2016-07-12 00:00:00+00:00,163.55,260.48,81.52,368.75,47.48,1276.8698985083167,0.0019773153098174845,0.01685594423963921,1
2016-07-13 00:00:00+00:00,162.91,259.58,83.11,364.5,47.62,1277.488557178668,0.00048451190765330665,0.012940971741845386,1
2016-07-14 00:00:00+00:00,164.96,262.54,85.32,365.27,47.84,1293.933647754269,0.012872984640989626,0.027985253467349924,1
2016-07-15 00:00:00+00:00,164.59,263.05,85.99,373.81,47.9,1299.9228383389218,0.0046286690164116795,0.01794826289637763,1
2016-07-18 00:00:00+00:00,164.4,262.91,85.61,381.54,48.37,1302.4216623460702,0.0019222864107391047,0.022028134709266345,1
2016-07-19 00:00:00+00:00,163.7,264.17,86.98,377.15,47.98,1305.420023368423,0.0023021430839469392,0.02235946269346578,1
2016-07-20 00:00:00+00:00,163.75,262.7,82.26,384.7,48.08,1291.6653263922742,-0.010536606402479665,0.011097374715367758,1
2016-07-21 00:00:00+00:00,164.09,262.44,82.48,389.52,47.79,1293.4035683955615,0.0013457371408600594,-0.00040966502388084525,0
2016-07-22 00:00:00+00:00,166.03,263.17,82.86,391.34,48.35,1300.9013775612507,0.005796960321510447,0.0007527671593026142,1
2016-07-25 00:00:00+00:00,166.67,263.41,83.51,394.9,48.45,1305.862484446579,0.00381359184554686,0.002641864919776138,1
2016-07-26 00:00:00+00:00,166.23,262.1,82.84,398.27,49.7,1304.972482502402,-0.0006815433897345846,-0.0003428328492052213,0
2016-07-27 00:00:00+00:00,164.73,264.04,81.27,415.09,49.84,1309.1380249807826,0.0031920538817744593,0.013527264556455254,1
2016-07-28 00:00:00+00:00,170.34,265.26,81.79,411.04,51.09,1322.7082271477752,0.01036575357834546,0.022657010903847752,1
2016-07-29 00:00:00+00:00,169.86,264.2,82.71,425.12,51.08,1327.9913916367045,0.003994202485851028,0.02082403366059804,1
2016-08-01 00:00:00+00:00,168.5,264.63,82.37,434.0,51.2,1329.7101501408558,0.0012942542511762412,0.01826200383142451,1
2016-08-02 00:00:00+00:00,166.61,263.93,81.87,434.9,50.76,1323.34888493592,-0.004783948745718747,0.014081831364198383,1
2016-08-03 00:00:00+00:00,168.65,278.02,81.08,441.37,50.84,1355.9464887351087,0.024632660495094605,0.03575517849236198,1
2016-08-04 00:00:00+00:00,170.18,278.34,82.42,433.4,51.43,1361.1167770352406,0.003813047449206408,0.02903780977478898,1
2016-08-05 00:00:00+00:00,170.49,278.07,82.71,423.0,51.77,1358.658122654546,-0.0018063508011780804,0.023092567625792926,1
2016-08-08 00:00:00+00:00,168.88,276.8,82.92,421.04,51.57,1353.094054107434,-0.004095267569034222,0.017585715175672645,1
2016-08-09 00:00:00+00:00,166.5,276.97,82.98,419.24,51.99,1350.6090124124112,-0.0018365624233431799,0.020599350471218303,1
2016-08-10 00:00:00+00:00,166.65,276.83,82.96,415.48,51.65,1348.1575087185972,-0.0018151098291837586,-0.0057443122433079585,0
2016-08-11 00:00:00+00:00,166.71,278.6,83.46,421.35,51.83,1356.1378258704488,0.0059194249190042125,-0.0036579897102120285,0
2016-08-12 00:00:00+00:00,166.0,278.64,83.53,421.54,51.84,1355.522189206732,-0.00045396319752499803,-0.0023081107715950955,0
2016-08-15 00:00:00+00:00,167.76,280.02,83.39,422.87,52.04,1361.489449794914,0.004402185840774786,0.006204591367462653,1
2016-08-16 00:00:00+00:00,160.4,278.11,82.45,413.64,51.74,1339.9800289380773,-0.015798448427254974,-0.007869770878656257,0
2016-08-17 00:00:00+00:00,158.05,281.52,82.57,411.68,52.19,1344.4721137270328,0.003352352044019291,-0.002733653128607627,0
2016-08-18 00:00:00+00:00,157.43,281.36,83.02,410.87,53.01,1346.3298981644346,0.0013817946972896067,-0.007232249937220714,0
2016-08-19 00:00:00+00:00,158.04,280.33,83.04,404.3,53.14,1342.879087837997,-0.0025631238904686438,-0.009327107641176946,0
2016-08-22 00:00:00+00:00,158.47,279.49,83.05,418.65,53.66,1348.650097641934,0.004297490262677561,-0.009430372122908426,0
2016-08-23 00:00:00+00:00,157.94,278.88,82.69,420.61,54.03,1347.2546754362368,-0.001034680684142697,0.005428921581707824,1
2016-08-24 00:00:00+00:00,160.36,277.14,82.34,405.25,53.98,1339.9251925870442,-0.005440309826217016,-0.0033819378576651626,0
2016-08-25 00:00:00+00:00,160.18,277.18,82.82,400.25,54.09,1339.5038298670156,-0.0003144673466546344,-0.005070130513127213,0
2016-08-26 00:00:00+00:00,156.83,277.68,82.37,402.97,54.18,1335.7568593463277,-0.00279728242438837,-0.005303700501536612,0
2016-08-29 00:00:00+00:00,157.67,278.56,83.12,399.38,54.15,1339.5232449526584,0.0028196640578539434,-0.00676739853074837,0
2016-08-30 00:00:00+00:00,156.66,279.96,81.78,395.22,54.19,1335.530107001687,-0.002981014301929874,-0.008702562810370962,0
2016-08-31 00:00:00+00:00,157.38,282.02,82.21,392.55,54.21,1341.12002294084,0.004185540939771526,0.0008917142243507481,1
2016-09-01 00:00:00+00:00,158.76,284.35,81.69,393.4,54.24,1346.7916038971107,0.004228988352462215,0.005440651879896841,1
2016-09-02 00:00:00+00:00,158.57,285.37,82.42,388.64,54.46,1349.5037487325033,0.0020137821081929186,0.010291460822370535,1
2016-09-06 00:00:00+00:00,160.14,284.86,82.56,398.31,54.36,1354.5871833886083,0.003766891837743813,0.011245746195678974,1
2016-09-07 00:00:00+00:00,161.88,283.65,80.8,399.89,53.77,1348.4656258680607,-0.004519131434001955,0.009685681212694197,1
2016-09-08 00:00:00+00:00,158.87,282.53,79.99,401.83,53.39,1339.283463919876,-0.006809340758889282,-0.00136942181873978,0
2016-09-09 00:00:00+00:00,152.96,282.25,77.13,384.43,52.08,1311.8383917709439,-0.020492354970623405,-0.02595294775006418,0
2016-09-12 00:00:00+00:00,153.37,284.99,79.13,399.51,53.12,1332.5011108431538,0.01575096383962049,-0.012599177961023722,0
2016-09-13 00:00:00+00:00,151.18,281.65,78.13,390.99,52.53,1314.703695677963,-0.013356397994992553,-0.029443278512995774,0
2016-09-14 00:00:00+00:00,150.72,279.8,78.09,397.56,53.01,1313.8398664888587,-0.0006570523776149306,-0.02567789546501198,0
2016-09-15 00:00:00+00:00,148.94,281.72,78.26,402.75,53.57,1319.240227775805,0.004110364911804831,-0.014965641467272195,0
2016-09-16 00:00:00+00:00,148.11,281.5,78.02,408.63,53.36,1318.6588377399898,-0.0004407006575256611,0.005199151062989182,1
2016-09-19 00:00:00+00:00,148.44,282.25,78.17,402.83,53.49,1319.2007185309328,0.0004109332720749759,-0.009981524370966555,0
2016-09-20 00:00:00+00:00,145.89,280.21,77.28,406.24,52.93,1308.6388558759093,-0.008006259022345974,-0.00461308492703838,0
2016-09-21 00:00:00+00:00,146.33,282.26,77.58,406.52,53.25,1315.3256046221995,0.005109697542806435,0.0011308365435060974,1
2016-09-22 00:00:00+00:00,149.15,280.72,78.22,408.01,53.44,1319.057274308626,0.0028370691434218553,-0.0001386809341672457,0
2016-09-23 00:00:00+00:00,149.24,276.11,77.71,410.39,53.12,1308.205144437814,-0.008227186250498453,-0.007927519236205272,0
2016-09-26 00:00:00+00:00,150.1,274.04,77.39,404.12,52.58,1300.377422888318,-0.0059835581466543,-0.014268712393953553,0
2016-09-27 00:00:00+00:00,151.01,273.53,77.38,421.45,53.22,1308.9146289683479,0.006565175563466363,0.00021073277107763744,1
2016-09-28 00:00:00+00:00,149.0,270.96,77.82,419.1,53.35,1301.432841680082,-0.005716023889321797,-0.010562223447408647,0
2016-09-29 00:00:00+00:00,146.74,268.4,77.26,406.36,53.49,1286.6474595183931,-0.011360849125800265,-0.024570437858522975,0
2016-09-30 00:00:00+00:00,149.12,269.36,77.47,402.02,54.34,1293.0751266650432,0.00499567080251806,-0.01156547796582219,0
2016-10-03 00:00:00+00:00,146.94,267.67,77.25,402.82,53.93,1285.1065432128498,-0.006162506174521409,-0.01174342110735016,0
2016-10-04 00:00:00+00:00,146.54,267.76,76.15,397.2,53.06,1277.1130547989108,-0.00622009782469457,-0.024296140837315128,0
2016-10-05 00:00:00+00:00,148.93,268.31,76.18,392.6,53.41,1280.816421873689,0.0028997958018379677,-0.015841324381962174,0
2016-10-06 00:00:00+00:00,148.71,267.72,75.97,388.6,53.43,1277.1510144374035,-0.002861774235314196,-0.007380766977571507,0
2016-10-07 00:00:00+00:00,148.13,267.31,76.34,390.06,52.89,1275.7861293176306,-0.0010686951694386382,-0.013370450788889876,0
2016-10-10 00:00:00+00:00,148.06,268.4,76.47,393.86,52.21,1278.1152931895863,0.0018256695369476272,-0.005440210432502313,0
2016-10-11 00:00:00+00:00,146.76,265.35,76.05,386.05,50.99,1262.5940920377325,-0.01214381928966679,-0.011368580648848159,0
2016-10-12 00:00:00+00:00,147.96,267.33,76.46,373.47,50.08,1262.455949319503,-0.00010941182055324017,-0.014334975911166725,0
2016-10-13 00:00:00+00:00,146.78,266.56,75.78,375.79,49.9,1257.6247339473946,-0.003826838769869556,-0.01528893628809469,0
2016-10-14 00:00:00+00:00,146.64,271.29,75.49,371.68,49.99,1265.0427370268699,0.005898423336659242,-0.00842099788034767,0
2016-10-17 00:00:00+00:00,143.27,265.89,74.99,366.73,49.7,1244.9044920451968,-0.01591902343868823,-0.02598419823419107,0
2016-10-18 00:00:00+00:00,142.99,267.65,75.36,371.53,50.13,1252.2084882696115,0.005867113719234318,-0.008225607765484977,0
2016-10-19 00:00:00+00:00,142.23,267.06,74.93,368.36,49.61,1246.0993715428792,-0.004878673786323118,-0.012956157231022836,0
2016-10-20 00:00:00+00:00,141.3,265.03,74.23,371.24,50.09,1240.8101642147399,-0.004244611183448765,-0.013370101015648506,0
2016-10-21 00:00:00+00:00,141.93,266.33,74.34,363.53,49.78,1240.9589528646397,0.00011991250087328709,-0.019037921373970645,0
2016-10-24 00:00:00+00:00,141.1,266.54,74.28,362.25,50.33,1240.923551637598,-2.8527315073634263e-05,-0.0031977878086524303,0
2016-10-25 00:00:00+00:00,143.81,266.94,74.21,366.93,50.31,1247.1538231693994,0.005020673129766617,-0.004036600252723899,0
2016-10-26 00:00:00+00:00,143.96,266.32,74.07,363.08,50.29,1244.1146370252045,-0.0024368975885199484,-0.001592757819320001,0
2016-10-27 00:00:00+00:00,139.22,266.11,74.16,365.35,50.32,1238.1936810335292,-0.0047591723587731005,-0.0021086893520626537,0
2016-10-28 00:00:00+00:00,140.2,267.83,74.63,355.83,50.26,1240.698283748072,0.0020227875112819316,-0.000210054583969832,0
2016-10-31 00:00:00+00:00,140.08,270.39,75.13,345.02,50.87,1244.6594031504662,0.003192653245580379,0.0030105412278929045,1
2016-11-01 00:00:00+00:00,139.79,263.05,75.21,346.55,50.9,1229.8764604795156,-0.011877098773794836,-0.013853433609317567,0
2016-11-02 00:00:00+00:00,138.14,265.22,75.09,343.66,50.12,1228.6273666758836,-0.0010156254256178388,-0.012448427088963765,0
2016-11-03 00:00:00+00:00,138.85,269.47,73.97,336.01,50.69,1233.6210503436587,0.004064441183078804,-0.0036929849989653096,0
2016-11-04 00:00:00+00:00,136.19,53.37,73.67,341.39,49.83,779.0723247152332,-0.36846706328641077,-0.3720694749720259,0
2016-11-07 00:00:00+00:00,137.54,54.43,74.95,365.39,51.26,799.8846721477203,0.026714268717085377,-0.357346539846112,0
2016-11-08 00:00:00+00:00,137.67,54.62,76.96,367.77,51.7,808.4323556982373,0.010686144950829313,-0.34267190105985257,0
2016-11-09 00:00:00+00:00,140.33,57.34,74.88,418.42,51.85,831.7797792160192,0.028879872698337028,-0.3230007716119466,0
2016-11-10 00:00:00+00:00,145.82,57.3,72.65,423.0,50.88,832.2261611869992,0.0005366588394355443,-0.3253794097019016,0
2016-11-11 00:00:00+00:00,145.02,56.25,72.5,419.79,51.64,829.1197086010012,-0.0037327023961458705,0.06423971471976153,1
2016-11-14 00:00:00+00:00,142.9,55.59,72.53,444.52,52.83,837.4294646212471,0.010022383901918452,0.04693775713030934,1
2016-11-15 00:00:00+00:00,164.33,55.5,73.4,428.65,53.93,866.7227553962132,0.034980009675459556,0.07210300192355712,1
2016-11-16 00:00:00+00:00,162.98,58.56,73.26,420.08,53.55,866.4846835291039,-0.00027468053149293237,0.04172366914929726,1
2016-11-17 00:00:00+00:00,166.32,54.9,73.44,404.56,53.24,857.3138066401527,-0.01058400346051025,0.03014522568885747,1
2016-11-18 00:00:00+00:00,162.57,54.82,73.07,397.48,52.98,847.3431798407674,-0.011630078417214085,0.02197930051682806,1
2016-11-21 00:00:00+00:00,166.9,55.18,73.39,405.48,53.13,858.651934704424,0.01334613310486743,0.025342397156727037,1
2016-11-22 00:00:00+00:00,170.29,54.41,74.49,398.97,53.35,863.1172673688718,0.00520039900216962,-0.004159909273055984,0
