,return,decile_rank,fip_scores_short
EQIX,0.08787728026533981,9,-0.5625
JKHY,0.11720128045992007,9,-0.4375
AMD,0.09225092250922495,9,-0.4375
AMG,0.10546631801768158,9,-0.4375
NEM,0.09939959973315537,9,-0.4375
